ispb,nome_completo,nome_reduzido,cnpj,tipo_instituicao,autorizada_bcb,participa_pix,participa_str,status_operacional,fonte_dados,modalidade_pix,iniciacao_pagamento,facilitador_saque,data_inicio_operacao,acesso_principal,participa_compe
02801938,BANCO MORGAN STANLEY S.A.,BCO MORGAN STANLEY S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/04/2002,RSFN,Não
02819125,"UBS BB CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.",UBS BB CCTVM S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,15/03/2011,RSFN,Não
02833202,UNICRED SUDOESTE DA BAHIA,UNICRED SUDOESTE DA BAHIA,02833202000140,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
02843443,COOP SICREDI NORTE SC,COOP SICREDI NORTE SC,02843443000170,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
02844024,COOP CRESOL EVOLUÇAO,COOP CRESOL EVOLUÇAO,02844024000152,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
02876918,CC SICOOB NORTE SUL,CC SICOOB NORTE SUL,02876918000124,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
02883398,CC VALE ITAJAÍ E ITAPOCÚ,CC VALE ITAJAÍ E ITAPOCÚ,02883398000187,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
02904125,COOP CRESOL JACUTINGA,COOP CRESOL JACUTINGA,02904125000171,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
02904138,COOP CRESOL ÁUREA,COOP CRESOL ÁUREA,02904138000140,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
02910987,COOP CRESOL CENTRO SUL,COOP CRESOL CENTRO SUL,02910987000107,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
02923389,COOP SICREDI SERIGY SE/BA,COOP SICREDI SERIGY SE/BA,02923389000172,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
02924977,COOP SICREDI MEDICRED,COOP SICREDI MEDICRED,02924977000120,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
02931668,SICOOB FLUMINENSE,SICOOB FLUMINENSE,02931668000188,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
02934201,COOP CRESOL LIDERANCA,COOP CRESOL LIDERANCA,02934201000191,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
02935307,CC SICOOB CREDSEGURO LTDA.,CC SICOOB CREDSEGURO LTDA.,02935307000100,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
02992317,INTEX BANK BANCO DE CÂMBIO S.A.,INTEX BANK BCO DE CÂMBIO S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,24/08/2015,RSFN,Não
02992335,CIP S.A,CIP SA Siloc,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,13/02/2004,RSFN,Não
03000142,COOP POL FED - SICREDI POL,COOP POL FED - SICREDI POL,03000142000147,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03015152,COOP CRESOL SÃO VALENTIM,COOP CRESOL SÃO VALENTIM,03015152000156,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03017677,Banco J. Safra S.A.,BCO. J.SAFRA S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,26/08/2004,RSFN,Sim
03033469,CC DO PLANALTO SUL,CC DO PLANALTO SUL,03033469000115,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03042597,COOP SICREDI CAMPO GRANDE MS/GO,COOP SICREDI CAMPO GRANDE MS/GO,03042597000125,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03046391,UNIPRIME COOPCENTRAL LTDA.,UNIPRIME COOPCENTRAL LTDA.,03046391000173,Cooperativa de Crédito,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,11/01/2011,RSFN,Sim
03047549,CC CAP UNICIDADES,CC CAP UNICIDADES,03047549000120,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03065046,COOP SICREDI NOROESTE SP,COOP SICREDI NOROESTE SP,03065046000187,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03102185,CCLA CENTRO NORDESTE - SICOOB CENTRO NORDESTE,CCLA CENTRO NORDESTE - SICOOB CENTRO NORDESTE,03102185000133,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03130170,BRASIL CARD IP LTDA,BRASIL CARD IP LTDA,03130170000189,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
03212823,COOP SICREDI TRADIÇÃO RS,COOP SICREDI TRADIÇÃO RS,03212823000179,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03215790,Banco Toyota do Brasil S.A.,BCO TOYOTA DO BRASIL S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,21/07/2020,RSFN,Não
03222753,CREDISIS CREDIARI COOP LTDA.,CREDISIS CREDIARI COOP LTDA.,03222753000130,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03269540,CC SERV MIL POL CIVIL SEC ED,CC SERV MIL POL CIVIL SEC ED,03269540000163,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03311443,PARATI - CFI S.A.,PARATI - CFI S.A.,03311443000191,"Sociedade de Crédito, Financiamento e Investimento",Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,Não,07/01/2020,RSFN,Não
03320525,COOP ARACOOP LTDA. - SICOOB ARACOOP,COOP ARACOOP LTDA. - SICOOB ARACOOP,03320525000100,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03323840,Banco Alfa S.A.,BCO ALFA S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/04/2002,RSFN,Sim
03326437,CCLA CENTRO NORTE MT/MS,CCLA CENTRO NORTE MT/MS,03326437000108,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03358914,SICOOB CREDIROCHAS,SICOOB CREDIROCHAS,03358914000117,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03412878,CC CREDIRAMA,CC CREDIRAMA,03412878000122,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03419786,CC NOSSA SENHORA DO DESTERRO,CC NOSSA SENHORA DO DESTERRO,03419786000174,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03427097,CCLA DO SUL CATARINENSE,CCLA DO SUL CATARINENSE,03427097000101,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03428338,COOP SICOOB CREDUNI,COOP SICOOB CREDUNI,03428338000137,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03459850,CC SICOOB METROPOLITANO,CC SICOOB METROPOLITANO,03459850000140,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03461243,CC DO NORTE CATARINENSE,CC DO NORTE CATARINENSE,03461243000115,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03485130,COOP CRESOL ENCOSTAS DA SERRA GERAL,COOP CRESOL ENCOSTAS DA SERRA GERAL,03485130000150,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03502131,CCC DO NORTE DO BRASIL,CCC DO NORTE DO BRASIL,03502131000165,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03519240,CC PODER JUD E MP MG,CC PODER JUD E MP MG,03519240000195,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03532415,BANCO ABN AMRO CLEARING S.A.,BANCO ABN AMRO CLEARING S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,11/11/2005,RSFN,Não
03535065,CC SICOOB CREDMETAL,CC SICOOB CREDMETAL,03535065000120,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03566655,COOP SICREDI CELEIRO OESTE,COOP SICREDI CELEIRO OESTE,03566655000110,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03603683,COOP SICOOB COOPERPLAN CREDSEF,COOP SICOOB COOPERPLAN CREDSEF,03603683000160,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03609817,Banco Cargill S.A.,BCO CARGILL S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/04/2002,RSFN,Não
03612679,CCM SERV PUBLICOS - CREDI SP,CCM SERV PUBLICOS - CREDI SP,03612679000168,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03612764,COOP FRONTEIRAS,COOP FRONTEIRAS,03612764000126,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03620772,CCM DO CEARÁ - SICOOB CEARÁ,CCM DO CEARÁ - SICOOB CEARÁ,03620772000114,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03632872,SICOOB CREDISUL,SICOOB CREDISUL,03632872000160,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03645752,CC CREDISG,CC CREDISG,03645752000106,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03662047,COOP SICREDI MP,COOP SICREDI MP,03662047000109,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03674133,CECM EMP INST SF SÃO PAULO CAM,CECM EMP INST SF SÃO PAULO CAM,03674133000131,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
03732359,CCLA DE PERNAMBUCO - SICOOB PERNAMBUCO,CCLA DE PERNAMBUCO - SICOOB PERNAMBUCO,03732359000141,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03750034,COOP SICREDI AJURIS,COOP SICREDI AJURIS,03750034000191,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03751794,Terra Investimentos Distribuidora de Títulos e Valores Mobiliários Ltda.,TERRA INVESTIMENTOS DTVM,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,25/10/2018,RSFN,Não
03793242,COOP SICREDI SUL SC,COOP SICREDI SUL SC,03793242000178,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03816413,PAGUEVELOZ IP LTDA.,PAGUEVELOZ IP LTDA.,03816413000137,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
03817702,VOLUS IP LTDA.,VOLUS IP LTDA.,03817702000150,Instituição de Pagamento,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03844699,CECM DOS TRAB.PORT. DA G.VITOR,CECM DOS TRAB.PORT. DA G.VITOR,03844699000164,Cooperativa de Crédito,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,Não,08/03/2022,RSFN,Não
03862898,CCLA EMPREG DOS CORREIOS - SICOOB COOPERCORREIOS,CCLA EMPREG DOS CORREIOS - SICOOB COOPERCORREIOS,03862898000103,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03881423,SOCINAL S.A. CFI,SOCINAL S.A. CFI,03881423000156,"Sociedade de Crédito, Financiamento e Investimento",Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,27/07/2021,RSFN,Não
03941182,CCLA CIRCUITO DAS ÁGUAS,CCLA CIRCUITO DAS ÁGUAS,03941182000193,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03965737,COOP CRESOL VANGUARDA,COOP CRESOL VANGUARDA,03965737000137,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
03973814,SERVICOOP,SERVICOOP,03973814000109,Cooperativa de Crédito,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,16/10/2017,RSFN,Não
03985375,CREDISIS SUDOESTE/RO,CREDISIS SUDOESTE/RO,03985375000146,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04013172,CC SICOOB 3 COLINAS,CC SICOOB 3 COLINAS,04013172000150,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04062902,OZ CORRETORA DE CÂMBIO S.A.,OZ CORRETORA DE CÂMBIO S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,11/02/2019,RSFN,Não
04079285,CCLA DE ITAJUBÁ - SICOOB SUDESTE MAIS,CCLA DE ITAJUBÁ - SICOOB SUDESTE MAIS,04079285000159,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04120633,SICOOB EMPRESAS RJ,SICOOB EMPRESAS RJ,04120633000194,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04152107,CECM SERV POL MIL SP REGIÃO CE,CECM SERV POL MIL SP REGIÃO CE,04152107000106,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04174720,CC SICOOB COOPEMAR,CC SICOOB COOPEMAR,04174720000124,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04181542,CCLA DE PITANGUI E REGIAO LTDA,CCLA DE PITANGUI E REGIAO LTDA,04181542000169,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04184779,Banco Bradescard S.A.,BANCO BRADESCARD,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/04/2002,RSFN,Sim
04237413,COOP SICREDI VALE DO SÃO FRANCISCO PE,COOP SICREDI VALE DO SÃO FRANCISCO PE,04237413000145,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04243780,CENTRAL SICOOB UNI DE CC,CENTRAL SICOOB UNI DE CC,04243780000151,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04247370,CC DE EMPRESÁRIOS,CC DE EMPRESÁRIOS,04247370000189,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04257795,Nova Futura Corretora de Títulos e Valores Mobiliários Ltda.,NOVA FUTURA CTVM LTDA.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/06/2017,RSFN,Não
04261151,COOP CRESOL TRANSFORMAÇÃO,COOP CRESOL TRANSFORMAÇÃO,04261151000154,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04306351,INDEPENDÊNCIA CC,INDEPENDÊNCIA CC,04306351000186,Cooperativa de Crédito,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Sim,Sim,23/06/2025,Internet,Não
04307598,FIDUCIA SCMEPP LTDA,FIDUCIA SCMEPP LTDA,04307598000117,Sociedade de Crédito ao Microempreendedor,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,31/07/2020,RSFN,Não
04321309,CC SICOOB INOVA,CC SICOOB INOVA,04321309000134,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04332281,GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.,GOLDMAN SACHS DO BRASIL BM S.A,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,22/04/2002,RSFN,Não
04350225,COOP CRESOL TRADICAO,COOP CRESOL TRADICAO,04350225000129,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04355489,CC UNICRED COOMARCA,CC UNICRED COOMARCA,04355489000175,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04388688,CC SICOOB ENGECRED,CC SICOOB ENGECRED,04388688000180,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04391007,CIP S.A,CIP SA Sitraf,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,27/11/2002,RSFN,Não
04406371,COOP DO ESTADO DE GOIÁS,COOP DO ESTADO DE GOIÁS,04406371000129,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04414354,CCM DO ABC - COOPER 7,CCM DO ABC - COOPER 7,04414354000133,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04445917,UNICRED COALIZÃO,UNICRED COALIZÃO,04445917000150,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04463602,COOP SICREDI CEN OEST PAULISTA,COOP SICREDI CEN OEST PAULISTA,04463602000136,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04484490,COOP SICREDI ALTA NOROESTE SP,COOP SICREDI ALTA NOROESTE SP,04484490000108,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04490531,COOP CRESOL GOIAS,COOP CRESOL GOIAS,04490531000160,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04525997,COOP SICREDI EDUCAÇÃO RS,COOP SICREDI EDUCAÇÃO RS,04525997000154,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04529074,CC SICOOB CREDICAPITAL,CC SICOOB CREDICAPITAL,04529074000170,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04565791,COOP CRESOL ARATIBA,COOP CRESOL ARATIBA,04565791000158,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04572960,CECM MILITARES ESTADUAIS DE SC,CECM MILITARES ESTADUAIS DE SC,04572960000187,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04608925,CREDJUST - CCM INTEGRANTES DA,CREDJUST - CCM INTEGRANTES DA,04608925000170,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
04632856,CREDISIS - CENTRAL DE COOPERATIVAS DE CRÉDITO LTDA.,CREDISIS - CENTRAL DE COOPERATIVAS DE CRÉDITO LTDA.,04632856000130,Cooperativa de Crédito,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,08/02/2011,RSFN,Sim
04649337,COOP SICOOB BRMIL LTDA.,COOP SICOOB BRMIL LTDA.,04649337000185,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04663561,COOP INVEST INT SOL VALE DAS ÁGUAS PR/MG,COOP INVEST INT SOL VALE DAS ÁGUAS PR/MG,04663561000121,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04694278,CECM INTEG. MF DP ESTADO RJ,CECM INTEG. MF DP ESTADO RJ,04694278000167,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04715685,CCM DESP TRÂNS SC E RS,CCM DESP TRÂNS SC E RS,04715685000103,Cooperativa de Crédito,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,08/05/2012,RSFN,Não
04751713,CC INV DE RONDÔNIA - SICOOB CREDJURD,CC INV DE RONDÔNIA - SICOOB CREDJURD,04751713000148,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04814563,BCO AFINZ S.A. - BM,BCO AFINZ S.A. - BM,04814563000174,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Sim,03/12/2018,RSFN,Não
04831810,COOP CRESERV CREDISIS,COOP CRESERV CREDISIS,04831810000140,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
04833655,CECM SICOOB METALCRED,CECM SICOOB METALCRED,04833655000100,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04838403,AVIV INSTITUICAO DE PAGAMENTO,AVIV INSTITUICAO DE PAGAMENTO,04838403000165,Instituição de Pagamento não sujeita à autorização pelo BCB,Não,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04849745,HBI SCD,HBI SCD,04849745000180,Sociedade de Crédito Direto,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,08/01/2024,RSFN,Não
04853988,COOP SICREDI BANDEIRANTES,COOP SICREDI BANDEIRANTES,04853988000192,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04862600,"PORTOSEG S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO",PORTOSEG S.A. CFI,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,10/07/2025,RSFN,Não
04866275,BANCO INBURSA,BANCO INBURSA,04866275000163,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Liquidante Especial,Não,nan,04/05/2017,RSFN,Não
04876393,CCLA TRÊS FRONTEIRAS,CCLA TRÊS FRONTEIRAS,04876393000152,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04886317,COOP SICREDI CREDJURIS,COOP SICREDI CREDJURIS,04886317000128,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
04902979,BCO DA AMAZONIA S.A.,BCO DA AMAZONIA S.A.,04902979000144,Banco Comercial,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,22/04/2002,RSFN,Sim
04913129,Confidence Corretora de Câmbio S.A.,CONFIDENCE CC S.A.,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,21/09/2010,Internet,Não
04913711,BCO DO EST. DO PA S.A.,BCO DO EST. DO PA S.A.,04913711000108,Banco Múltiplo,Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,22/04/2002,RSFN,Sim
04962772,FISERV DO BRASIL IP,FISERV DO BRASIL IP,04962772000165,Instituição de Pagamento,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
04985665,CREDISIS OESTE - CCI DO OESTE,CREDISIS OESTE - CCI DO OESTE,04985665000152,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
05036532,CCC UNICOOB-SICOOB CENTR UNIC,CCC UNICOOB-SICOOB CENTR UNIC,05036532000100,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
05070112,COOP CRESOL INOVAÇAO,COOP CRESOL INOVAÇAO,05070112000132,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
05097757,CC SERV FIN CTBA E REG,CC SERV FIN CTBA E REG,05097757000169,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,Não,,,
05158093,CCLA REG LESTE BACIA RIO DOCE,CCLA REG LESTE BACIA RIO DOCE,05158093000109,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
05192316,"Via Certa Financiadora S.A. - Crédito, Financiamento e Investimentos",VIA CERTA FINANCIADORA S.A. - CFI,,Instituição Financeira,Sim,Não,Sim,Ativo,STR,,Não,Não,23/06/2025,Internet,Não
05203605,SICOOB AMAZÔNIA,SICOOB AMAZÔNIA,05203605000101,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
05220243,COOP CRESOL ORIGENS,COOP CRESOL ORIGENS,05220243000159,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
05222094,COOP SICOOB CERRADO,COOP SICOOB CERRADO,05222094000167,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
05231945,COOP CRESOL UNIAO DOS VALES,COOP CRESOL UNIAO DOS VALES,05231945000138,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
05241145,COOP CRESOL GETULIO VARGAS,COOP CRESOL GETULIO VARGAS,05241145000106,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
05241619,COOP SICOOB PRIMAVERA,COOP SICOOB PRIMAVERA,05241619000101,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
05247312,COOP SICOOB BURITIS,COOP SICOOB BURITIS,05247312000118,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
05269976,COOP CRESOL MAIS,COOP CRESOL MAIS,05269976000188,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
05276770,COOP CRESOL FRONTEIRAS PR/SC/SP/ES,COOP CRESOL FRONTEIRAS PR/SC/SP/ES,05276770000185,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
05277312,COOP CRESOL HORIZONTE,COOP CRESOL HORIZONTE,05277312000160,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
05351887,ZEMA CFI S/A,ZEMA CFI S/A,05351887000186,"Sociedade de Crédito, Financiamento e Investimento",Sim,Sim,Sim,,PIX+STR,Provedor de Conta Transacional,Não,Não,10/06/2020,RSFN,Não
05392810,CC REGIÃO MERIDIONAL BRASIL,CC REGIÃO MERIDIONAL BRASIL,05392810000154,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
05410056,COOP CRESOL LITORAL,COOP CRESOL LITORAL,05410056000138,Cooperativa de Crédito,Sim,Sim,Não,,PIX,Provedor de Conta Transacional,Não,nan,,,
